aid,firstname,lastname,gender,birthdate,deathdate,birthplace,deathplace,nationality,eid,title,venue,startdate,type,paintings,country,city,latitude,longitude,age_at_exhibition,status_at_exhibition
4671,Axel,Törneman,Male,1880,1925,Persberg,Stockholm,Sweden,77,Téli nemzetközi kiállítás,Műcsarnok,1906,group,1,HU,Budapest,47.5,19.05,26,Alive
4671,Axel,Törneman,Male,1880,1925,Persberg,Stockholm,Sweden,30,Salon d'Automne. 3e Exposition,Grand Palais des Champs Elysées,1905,group,2,FR,Paris,48.866667,2.333333,25,Alive
4671,Axel,Törneman,Male,1880,1925,Persberg,Stockholm,Sweden,68,Salon d'Automne. 4e Exposition,Grand Palais des Champs Elysées,1906,group,6,FR,Paris,48.866667,2.333333,26,Alive
4671,Axel,Törneman,Male,1880,1925,Persberg,Stockholm,Sweden,77,Téli nemzetközi kiállítás,Országos Magyar Képzőművészeti Társulat,1906,group,1,HU,Budapest,47.5,19.05,26,Alive
4671,Axel,Törneman,Male,1880,1925,Persberg,Stockholm,Sweden,30,Salon d'Automne. 3e Exposition,Société du Salon d'Automne,1905,group,2,FR,Paris,48.866667,2.333333,25,Alive
4671,Axel,Törneman,Male,1880,1925,Persberg,Stockholm,Sweden,68,Salon d'Automne. 4e Exposition,Société du Salon d'Automne,1906,group,6,FR,Paris,48.866667,2.333333,26,Alive
4673,Maja,Söderlund,Female,1877,1954,Uppsala,Margretetorp,Sweden,77,Téli nemzetközi kiállítás,Műcsarnok,1906,group,1,HU,Budapest,47.5,19.05,29,Alive
4673,Maja,Söderlund,Female,1877,1954,Uppsala,Margretetorp,Sweden,77,Téli nemzetközi kiállítás,Országos Magyar Képzőművészeti Társulat,1906,group,1,HU,Budapest,47.5,19.05,29,Alive
4684,Lajos,Károlyi,Male,1877,1927,Szeged,Budapest,Hungary,77,Téli nemzetközi kiállítás,Országos Magyar Képzőművészeti Társulat,1906,group,1,HU,Budapest,47.5,19.05,29,Alive
4684,Lajos,Károlyi,Male,1877,1927,Szeged,Budapest,Hungary,77,Téli nemzetközi kiállítás,Műcsarnok,1906,group,1,HU,Budapest,47.5,19.05,29,Alive
4684,Lajos,Károlyi,Male,1877,1927,Szeged,Budapest,Hungary,97,Tavaszi kiállitás,Országos Magyar Képzőművészeti Társulat,1907,group,1,HU,Budapest,47.5,19.05,30,Alive
4684,Lajos,Károlyi,Male,1877,1927,Szeged,Budapest,Hungary,97,Tavaszi kiállitás,Műcsarnok,1907,group,1,HU,Budapest,47.5,19.05,30,Alive
4685,Nándor,Kemény,Male,1885,1972,Salgótarján,Budapest,Hungary,97,Tavaszi kiállitás,Műcsarnok,1907,group,1,HU,Budapest,47.5,19.05,22,Alive
4685,Nándor,Kemény,Male,1885,1972,Salgótarján,Budapest,Hungary,77,Téli nemzetközi kiállítás,Műcsarnok,1906,group,3,HU,Budapest,47.5,19.05,21,Alive
4685,Nándor,Kemény,Male,1885,1972,Salgótarján,Budapest,Hungary,77,Téli nemzetközi kiállítás,Országos Magyar Képzőművészeti Társulat,1906,group,3,HU,Budapest,47.5,19.05,21,Alive
4685,Nándor,Kemény,Male,1885,1972,Salgótarján,Budapest,Hungary,97,Tavaszi kiállitás,Országos Magyar Képzőművészeti Társulat,1907,group,1,HU,Budapest,47.5,19.05,22,Alive
4686,Tibor,Pólya,Male,1886,1937,Szolnok,Szolnok,Hungary,77,Téli nemzetközi kiállítás,Műcsarnok,1906,group,3,HU,Budapest,47.5,19.05,20,Alive
4686,Tibor,Pólya,Male,1886,1937,Szolnok,Szolnok,Hungary,77,Téli nemzetközi kiállítás,Országos Magyar Képzőművészeti Társulat,1906,group,3,HU,Budapest,47.5,19.05,20,Alive
4689,Vladimir,Komarovsky,Male,1883,1937,Saint Petersburg,Moscow,Russia,252,XVII Выставка Картин Московскаго Товарищества Художников,Moscow (exact location unknown),1909,group,6,RU,Moscow,55.75,37.7,26,Alive
4689,Vladimir,Komarovsky,Male,1883,1937,Saint Petersburg,Moscow,Russia,489,"Second Post-Impressionist Exhibition. British, French and Russian Artists",Grafton Galleries,1912,group,3,GB,London,51.514248,-0.093145,29,Alive
4690,Boris,Kamensky,Male,1883,1942,Saint Petersburg,Perm,Russia,252,XVII Выставка Картин Московскаго Товарищества Художников,Moscow (exact location unknown),1909,group,2,RU,Moscow,55.75,37.7,26,Alive
4690,Boris,Kamensky,Male,1883,1942,Saint Petersburg,Perm,Russia,615,Мир Искусства,Большая Дмитровка 11,1913,group,2,RU,Moscow,55.75,37.7,30,Alive
4700,Sofia,Nalepinskaya-Boychuk,Female,1884,1937,Łódź,Kiev,Ukraine,274,"Выставка Картин О-ва Художников ""Союз молодежи""",Saint Petersburg (exact location unknown),1910,group,3,RU,Saint Petersburg,59.8833,30.25,26,Alive
4700,Sofia,Nalepinskaya-Boychuk,Female,1884,1937,Łódź,Kiev,Ukraine,1474,Союз Молодежи,Riga (exact location unknown),1910,group,5,LV,Riga,56.95,24.1,26,Alive
4702,Anastasiya,Ukhanova,Female,1885,1973,Saint Petersburg,Leningrad,Russia,274,"Выставка Картин О-ва Художников ""Союз молодежи""",Saint Petersburg (exact location unknown),1910,group,2,RU,Saint Petersburg,59.8833,30.25,25,Alive
4702,Anastasiya,Ukhanova,Female,1885,1973,Saint Petersburg,Leningrad,Russia,1474,Союз Молодежи,Riga (exact location unknown),1910,group,2,LV,Riga,56.95,24.1,25,Alive
4703,Lev,Bruni,Male,1894,1948,Malaya Vishera,Moscow,Russia,1302,"Выставка Картин ""Мир Искусства""",Moscow (exact location unknown),1915,group,13,RU,Moscow,55.75,37.7,21,Alive
4703,Lev,Bruni,Male,1894,1948,Malaya Vishera,Moscow,Russia,722,Выставка Живописи,Художественный салон 11,1915,group,3,RU,Moscow,55.75,37.7,21,Alive
4707,Valentina Mihajlovna,Hodasevič,Female,1894,1970,Moscow,Saint Petersburg,Russia,722,Выставка Живописи,Художественный салон 11,1915,group,24,RU,Moscow,55.75,37.7,21,Alive
4707,Valentina Mihajlovna,Hodasevič,Female,1894,1970,Moscow,Saint Petersburg,Russia,1302,"Выставка Картин ""Мир Искусства""",Moscow (exact location unknown),1915,group,1,RU,Moscow,55.75,37.7,21,Alive
4707,Valentina Mihajlovna,Hodasevič,Female,1894,1970,Moscow,Saint Petersburg,Russia,712,Выставка картин в пользу лазарета деятелей искусства,Художественное Бюро Добычиной,1914,group,18,RU,Saint Petersburg,59.8833,30.25,20,Alive
4710,Magda,Nachman Acharya,Female,1889,1951,Pavlovsk,Mumbai,Russia,722,Выставка Живописи,Художественный салон 11,1915,group,5,RU,Moscow,55.75,37.7,26,Alive
4710,Magda,Nachman Acharya,Female,1889,1951,Pavlovsk,Mumbai,Russia,712,Выставка картин в пользу лазарета деятелей искусства,Художественное Бюро Добычиной,1914,group,6,RU,Saint Petersburg,59.8833,30.25,25,Alive
4710,Magda,Nachman Acharya,Female,1889,1951,Pavlovsk,Mumbai,Russia,615,Мир Искусства,Большая Дмитровка 11,1913,group,1,RU,Moscow,55.75,37.7,24,Alive
4710,Magda,Nachman Acharya,Female,1889,1951,Pavlovsk,Mumbai,Russia,523,Мир Искусства,Дом Шведской Церкви,1913,group,1,RU,Saint Petersburg,59.8833,30.25,24,Alive
4710,Magda,Nachman Acharya,Female,1889,1951,Pavlovsk,Mumbai,Russia,1302,"Выставка Картин ""Мир Искусства""",Moscow (exact location unknown),1915,group,1,RU,Moscow,55.75,37.7,26,Alive
4711,Yulia,Obolenskaya,Female,1889,1945,Saint Petersburg,Moscow,Russia,1302,"Выставка Картин ""Мир Искусства""",Moscow (exact location unknown),1915,group,5,RU,Moscow,55.75,37.7,26,Alive
4711,Yulia,Obolenskaya,Female,1889,1945,Saint Petersburg,Moscow,Russia,712,Выставка картин в пользу лазарета деятелей искусства,Художественное Бюро Добычиной,1914,group,4,RU,Saint Petersburg,59.8833,30.25,25,Alive
4711,Yulia,Obolenskaya,Female,1889,1945,Saint Petersburg,Moscow,Russia,722,Выставка Живописи,Художественный салон 11,1915,group,15,RU,Moscow,55.75,37.7,26,Alive
4711,Yulia,Obolenskaya,Female,1889,1945,Saint Petersburg,Moscow,Russia,615,Мир Искусства,Большая Дмитровка 11,1913,group,2,RU,Moscow,55.75,37.7,24,Alive
4711,Yulia,Obolenskaya,Female,1889,1945,Saint Petersburg,Moscow,Russia,523,Мир Искусства,Дом Шведской Церкви,1913,group,2,RU,Saint Petersburg,59.8833,30.25,24,Alive
4723,Mikhail Fedorovich,Andreenko,Male,1894,1982,Kherson,Paris,Russia,712,Выставка картин в пользу лазарета деятелей искусства,Художественное Бюро Добычиной,1914,group,1,RU,Saint Petersburg,59.8833,30.25,20,Alive
4724,Nikolay,Tyrsa,Male,1887,1942,Aralık,Vologda,Russia,712,Выставка картин в пользу лазарета деятелей искусства,Художественное Бюро Добычиной,1914,group,4,RU,Saint Petersburg,59.8833,30.25,27,Alive
4724,Nikolay,Tyrsa,Male,1887,1942,Aralık,Vologda,Russia,1302,"Выставка Картин ""Мир Искусства""",Moscow (exact location unknown),1915,group,6,RU,Moscow,55.75,37.7,28,Alive
4726,Vilmos,Mátrai,Male,1877,1961,Budapest,Budapest,Hungary,77,Téli nemzetközi kiállítás,Műcsarnok,1906,group,1,HU,Budapest,47.5,19.05,29,Alive
4726,Vilmos,Mátrai,Male,1877,1961,Budapest,Budapest,Hungary,77,Téli nemzetközi kiállítás,Országos Magyar Képzőművészeti Társulat,1906,group,1,HU,Budapest,47.5,19.05,29,Alive
4740,Max,Bucherer,Male,1883,1974,Basel,Locarno,Switzerland,877,Frühjahr-Ausstellung der Münchener Secession,Königliches Kunstausstellungsgebäude am Königsplatz,1912,group,2,DE,Munich,48.15,11.583333,29,Alive
4748,Elsa,Nicklass,Female,1886,1961,Königsberg,Berlin,Germany,877,Frühjahr-Ausstellung der Münchener Secession,Königliches Kunstausstellungsgebäude am Königsplatz,1912,group,3,DE,Munich,48.15,11.583333,26,Alive
4775,Natalia,Agapeva,Female,1883,1956,Taganrog,Moscow,Russia,332,"Общество Художников ""Московский Салон""",Помещение экономическаго общества офицеров,1911,group,1,RU,Moscow,55.75,37.7,28,Alive
4776,Ivan,Antropov,Male,1888,1963,Koshelevo,Moscow,Russia,332,"Общество Художников ""Московский Салон""",Помещение экономическаго общества офицеров,1911,group,2,RU,Moscow,55.75,37.7,23,Alive
4777,Sergei,Gerasimov,Male,1885,1964,Mozhaysk,Moscow,Russia,332,"Общество Художников ""Московский Салон""",Помещение экономическаго общества офицеров,1911,group,7,RU,Moscow,55.75,37.7,26,Alive
4794,Konstantin,Lipskerov,Male,1889,1954,Moscow,Moscow,Russia,332,"Общество Художников ""Московский Салон""",Помещение экономическаго общества офицеров,1911,group,3,RU,Moscow,55.75,37.7,22,Alive
4797,Dmitry,Melnikov,Male,1889,1966,Tyumen',Moscow,Russia,332,"Общество Художников ""Московский Салон""",Помещение экономическаго общества офицеров,1911,group,5,RU,Moscow,55.75,37.7,22,Alive
4798,Avagim Ėmmanuilovič,Miganadžjan,Male,1883,1938,Nakhichevan-on-Don,Saratov,Russia,332,"Общество Художников ""Московский Салон""",Помещение экономическаго общества офицеров,1911,group,17,RU,Moscow,55.75,37.7,28,Alive
4806,Nikolai Mikhailovich,Chernyshev,Male,1885,1973,Tambov Governorate,Moscow,Russia,332,"Общество Художников ""Московский Салон""",Помещение экономическаго общества офицеров,1911,group,1,RU,Moscow,55.75,37.7,26,Alive
4806,Nikolai Mikhailovich,Chernyshev,Male,1885,1973,Tambov Governorate,Moscow,Russia,1481,Выставка Графических Искусств,Художественное Бюро Н. Е. Добычиной,1913,group,5,RU,Saint Petersburg,59.8833,30.25,28,Alive
4812,Viktor Nikandrovich,Palmov,Male,1887,1929,Samara,Kiev,Ukraine,332,"Общество Художников ""Московский Салон""",Помещение экономическаго общества офицеров,1911,group,1,RU,Moscow,55.75,37.7,24,Alive
4829,Aleksey,Kravchenko,Male,1889,1940,Engels,Moscow,Russia,848,"Выставка картин, скульптуры, графики, индустрии ""Современная Живопись""",Дом Левиссон,1912,group,25,RU,Moscow,55.75,37.7,23,Alive
4844,Boris Alekseevič,Ferdinandov,Male,1889,1959,Moscow,Moscow,Russia,166,"Выставка ""Современных течений в искусстве""",Saint Petersburg (exact location unknown),1908,group,9,RU,Saint Petersburg,59.8833,30.25,19,Alive
4844,Boris Alekseevič,Ferdinandov,Male,1889,1959,Moscow,Moscow,Russia,1473,Современная живопись.,Ekaterinodar (exact location unknown),1912,group,1,RU,Ekaterinodar,45.0333,39,23,Alive
4847,Lyudmila,Burlyuk-Kuznetsova,Female,1884,1968,Kotelva,Prague,Ukraine,166,"Выставка ""Современных течений в искусстве""",Saint Petersburg (exact location unknown),1908,group,21,RU,Saint Petersburg,59.8833,30.25,24,Alive
4847,Lyudmila,Burlyuk-Kuznetsova,Female,1884,1968,Kotelva,Prague,Ukraine,146,"Выставка Картин ""Стефанос""",Дом Строгановскаго училища,1907,group,10,RU,Moscow,55.75,37.7,23,Alive
4847,Lyudmila,Burlyuk-Kuznetsova,Female,1884,1968,Kotelva,Prague,Ukraine,1476,Звено,Kiev (exact location unknown),1908,group,7,UA,Kiev,50.4333,30.5167,24,Alive
4858,Nicolás,Ferdinandov,Male,1886,1925,Moscow,Curaçao,Russia,166,"Выставка ""Современных течений в искусстве""",Saint Petersburg (exact location unknown),1908,group,3,RU,Saint Petersburg,59.8833,30.25,22,Alive
4861,Zsigmond,Jónás,Male,1879,1936,Budapest,Budapest,Hungary,77,Téli nemzetközi kiállítás,Országos Magyar Képzőművészeti Társulat,1906,group,5,HU,Budapest,47.5,19.05,27,Alive
4861,Zsigmond,Jónás,Male,1879,1936,Budapest,Budapest,Hungary,77,Téli nemzetközi kiállítás,Műcsarnok,1906,group,5,HU,Budapest,47.5,19.05,27,Alive
4862,Jenő,Bory,Male,1879,1959,Székesfehérvár,Székesfehérvár,Hungary,77,Téli nemzetközi kiállítás,Műcsarnok,1906,group,3,HU,Budapest,47.5,19.05,27,Alive
4862,Jenő,Bory,Male,1879,1959,Székesfehérvár,Székesfehérvár,Hungary,77,Téli nemzetközi kiállítás,Országos Magyar Képzőművészeti Társulat,1906,group,3,HU,Budapest,47.5,19.05,27,Alive
4866,Aleksandr,Lyubimov,Male,1879,1955,Palcevo,Leningrad,Russia,166,"Выставка ""Современных течений в искусстве""",Saint Petersburg (exact location unknown),1908,group,2,RU,Saint Petersburg,59.8833,30.25,29,Alive
4877,Matvey,Manizer,Male,1891,1966,Saint Petersburg,Moscow,Russia,166,"Выставка ""Современных течений в искусстве""",Saint Petersburg (exact location unknown),1908,group,3,RU,Saint Petersburg,59.8833,30.25,17,Alive
4887,Athos,Casarini,Male,1883,1917,Bologna,Vicenza,Italy,534,International Exhibition of Modern Art [Armory Show],Association of American Painters and Sculptors,1913,group,1,US,New York,40.7,-74,30,Alive
4887,Athos,Casarini,Male,1883,1917,Bologna,Vicenza,Italy,534,International Exhibition of Modern Art [Armory Show],Armory of the 69th Infantry,1913,group,1,US,New York,40.7,-74,30,Alive
4887,Athos,Casarini,Male,1883,1917,Bologna,Vicenza,Italy,1463,Mostra Nazionale di Belle Arti,Esposizione internazionale di Milano (1906),1906,group,5,IT,Milan,45.466667,9.2,23,Alive
4888,Emil,Bauer,Male,1883,1956,Budapest,Sydney,Hungary,77,Téli nemzetközi kiállítás,Országos Magyar Képzőművészeti Társulat,1906,group,2,HU,Budapest,47.5,19.05,23,Alive
4888,Emil,Bauer,Male,1883,1956,Budapest,Sydney,Hungary,77,Téli nemzetközi kiállítás,Műcsarnok,1906,group,2,HU,Budapest,47.5,19.05,23,Alive
4890,Móric,Pogány,Male,1878,1942,Aiud,Budapest,Hungary,77,Téli nemzetközi kiállítás,Országos Magyar Képzőművészeti Társulat,1906,group,7,HU,Budapest,47.5,19.05,28,Alive
4890,Móric,Pogány,Male,1878,1942,Aiud,Budapest,Hungary,77,Téli nemzetközi kiállítás,Műcsarnok,1906,group,7,HU,Budapest,47.5,19.05,28,Alive
4918,Bror,Hillgren,Male,1881,1955,Tierps socken,Stockholm,Sweden,77,Téli nemzetközi kiállítás,Műcsarnok,1906,group,1,HU,Budapest,47.5,19.05,25,Alive
4918,Bror,Hillgren,Male,1881,1955,Tierps socken,Stockholm,Sweden,77,Téli nemzetközi kiállítás,Országos Magyar Képzőművészeti Társulat,1906,group,1,HU,Budapest,47.5,19.05,25,Alive
4927,Alexandre,Altmann,Male,1885,1932,Odessa,Nemours,Russia,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,5,UA,Odessa,46.5,30.7667,25,Alive
4927,Alexandre,Altmann,Male,1885,1932,Odessa,Nemours,Russia,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,5,UA,Odessa,46.5,30.7667,24,Alive
4927,Alexandre,Altmann,Male,1885,1932,Odessa,Nemours,Russia,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,5,UA,Odessa,46.5,30.7667,25,Alive
4927,Alexandre,Altmann,Male,1885,1932,Odessa,Nemours,Russia,1479,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,5,RU,Saint Petersburg,59.8833,30.25,25,Alive
4927,Alexandre,Altmann,Male,1885,1932,Odessa,Nemours,Russia,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,5,LV,Riga,56.95,24.1,25,Alive
4927,Alexandre,Altmann,Male,1885,1932,Odessa,Nemours,Russia,179,Salon d'Automne. 6e Exposition,Société du Salon d'Automne,1908,group,1,FR,Paris,48.866667,2.333333,23,Alive
4927,Alexandre,Altmann,Male,1885,1932,Odessa,Nemours,Russia,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,5,RU,Saint Petersburg,59.8833,30.25,24,Alive
4927,Alexandre,Altmann,Male,1885,1932,Odessa,Nemours,Russia,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,5,RU,Saint Petersburg,59.8833,30.25,25,Alive
4927,Alexandre,Altmann,Male,1885,1932,Odessa,Nemours,Russia,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,5,RU,Saint Petersburg,59.8833,30.25,25,Alive
4927,Alexandre,Altmann,Male,1885,1932,Odessa,Nemours,Russia,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,5,UA,Kiev,50.4333,30.5167,25,Alive
4927,Alexandre,Altmann,Male,1885,1932,Odessa,Nemours,Russia,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,5,UA,Kiev,50.4333,30.5167,24,Alive
4927,Alexandre,Altmann,Male,1885,1932,Odessa,Nemours,Russia,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,5,UA,Kiev,50.4333,30.5167,25,Alive
4927,Alexandre,Altmann,Male,1885,1932,Odessa,Nemours,Russia,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,5,LV,Riga,56.95,24.1,24,Alive
4927,Alexandre,Altmann,Male,1885,1932,Odessa,Nemours,Russia,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,5,LV,Riga,56.95,24.1,25,Alive
4927,Alexandre,Altmann,Male,1885,1932,Odessa,Nemours,Russia,179,Salon d'Automne. 6e Exposition,Grand Palais des Champs Elysées,1908,group,1,FR,Paris,48.866667,2.333333,23,Alive
4942,Mikhail,Gerschenfeld,Male,1880,1939,Odessa,Odessa,Russia,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,42,RU,Saint Petersburg,59.8833,30.25,30,Alive
4942,Mikhail,Gerschenfeld,Male,1880,1939,Odessa,Odessa,Russia,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,43,RU,Saint Petersburg,59.8833,30.25,30,Alive
4942,Mikhail,Gerschenfeld,Male,1880,1939,Odessa,Odessa,Russia,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,43,UA,Kiev,50.4333,30.5167,30,Alive
4942,Mikhail,Gerschenfeld,Male,1880,1939,Odessa,Odessa,Russia,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,17,UA,Kiev,50.4333,30.5167,29,Alive
4942,Mikhail,Gerschenfeld,Male,1880,1939,Odessa,Odessa,Russia,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,42,UA,Kiev,50.4333,30.5167,30,Alive
4942,Mikhail,Gerschenfeld,Male,1880,1939,Odessa,Odessa,Russia,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,17,LV,Riga,56.95,24.1,29,Alive
4942,Mikhail,Gerschenfeld,Male,1880,1939,Odessa,Odessa,Russia,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,42,LV,Riga,56.95,24.1,30,Alive
4942,Mikhail,Gerschenfeld,Male,1880,1939,Odessa,Odessa,Russia,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,43,LV,Riga,56.95,24.1,30,Alive
4942,Mikhail,Gerschenfeld,Male,1880,1939,Odessa,Odessa,Russia,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,43,UA,Odessa,46.5,30.7667,30,Alive
4942,Mikhail,Gerschenfeld,Male,1880,1939,Odessa,Odessa,Russia,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,17,UA,Odessa,46.5,30.7667,29,Alive
4942,Mikhail,Gerschenfeld,Male,1880,1939,Odessa,Odessa,Russia,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,42,UA,Odessa,46.5,30.7667,30,Alive
4942,Mikhail,Gerschenfeld,Male,1880,1939,Odessa,Odessa,Russia,1479,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,17,RU,Saint Petersburg,59.8833,30.25,30,Alive
4942,Mikhail,Gerschenfeld,Male,1880,1939,Odessa,Odessa,Russia,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,17,RU,Saint Petersburg,59.8833,30.25,29,Alive
4943,Gabriel,Deluc,Male,1883,1916,Saint-Jean-de-Luz,Perthes-lès-Hurlus,France,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,8,UA,Odessa,46.5,30.7667,27,Alive
4943,Gabriel,Deluc,Male,1883,1916,Saint-Jean-de-Luz,Perthes-lès-Hurlus,France,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,8,UA,Odessa,46.5,30.7667,26,Alive
4943,Gabriel,Deluc,Male,1883,1916,Saint-Jean-de-Luz,Perthes-lès-Hurlus,France,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,8,UA,Odessa,46.5,30.7667,27,Alive
4943,Gabriel,Deluc,Male,1883,1916,Saint-Jean-de-Luz,Perthes-lès-Hurlus,France,1479,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,8,RU,Saint Petersburg,59.8833,30.25,27,Alive
4943,Gabriel,Deluc,Male,1883,1916,Saint-Jean-de-Luz,Perthes-lès-Hurlus,France,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,8,RU,Saint Petersburg,59.8833,30.25,26,Alive
4943,Gabriel,Deluc,Male,1883,1916,Saint-Jean-de-Luz,Perthes-lès-Hurlus,France,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,8,RU,Saint Petersburg,59.8833,30.25,27,Alive
4943,Gabriel,Deluc,Male,1883,1916,Saint-Jean-de-Luz,Perthes-lès-Hurlus,France,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,8,RU,Saint Petersburg,59.8833,30.25,27,Alive
4943,Gabriel,Deluc,Male,1883,1916,Saint-Jean-de-Luz,Perthes-lès-Hurlus,France,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,8,UA,Kiev,50.4333,30.5167,27,Alive
4943,Gabriel,Deluc,Male,1883,1916,Saint-Jean-de-Luz,Perthes-lès-Hurlus,France,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,8,UA,Kiev,50.4333,30.5167,26,Alive
4943,Gabriel,Deluc,Male,1883,1916,Saint-Jean-de-Luz,Perthes-lès-Hurlus,France,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,8,UA,Kiev,50.4333,30.5167,27,Alive
4943,Gabriel,Deluc,Male,1883,1916,Saint-Jean-de-Luz,Perthes-lès-Hurlus,France,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,8,LV,Riga,56.95,24.1,26,Alive
4943,Gabriel,Deluc,Male,1883,1916,Saint-Jean-de-Luz,Perthes-lès-Hurlus,France,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,8,LV,Riga,56.95,24.1,27,Alive
4943,Gabriel,Deluc,Male,1883,1916,Saint-Jean-de-Luz,Perthes-lès-Hurlus,France,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,8,LV,Riga,56.95,24.1,27,Alive
4972,Gyula,Wälder,Male,1884,1944,Szombathely,Budapest,Hungary,193,Téli nemzetközi kiállítás,Műcsarnok,1908,group,1,HU,Budapest,47.5,19.05,24,Alive
4972,Gyula,Wälder,Male,1884,1944,Szombathely,Budapest,Hungary,193,Téli nemzetközi kiállítás,Országos Magyar Képzőművészeti Társulat,1908,group,1,HU,Budapest,47.5,19.05,24,Alive
4974,Abram,Kozlov,Male,1880,1933,Korsun',Paris,Ukraine,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,4,RU,Saint Petersburg,59.8833,30.25,30,Alive
4974,Abram,Kozlov,Male,1880,1933,Korsun',Paris,Ukraine,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,4,UA,Kiev,50.4333,30.5167,29,Alive
4974,Abram,Kozlov,Male,1880,1933,Korsun',Paris,Ukraine,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,4,UA,Kiev,50.4333,30.5167,30,Alive
4974,Abram,Kozlov,Male,1880,1933,Korsun',Paris,Ukraine,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,4,LV,Riga,56.95,24.1,29,Alive
4974,Abram,Kozlov,Male,1880,1933,Korsun',Paris,Ukraine,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,4,LV,Riga,56.95,24.1,30,Alive
